,Source Account,Text,Date,Compound Score,Positive Score,Neutral Score,Negative Score
126,CBS,"In honor of Women's History Month, CBS and the Association of National Advertisers' (ANA) #SeeHer initiative will p… https://t.co/2wtYxKJVuO",2018-03-02 18:45:00+00:00,0.4939,0.151,0.849,0.0
127,CBS,RT @ZoeListerJones: Tonight’s an all new Life In Pieces and it’s directed by my ride or die @nataliaanderson!!!… https://t.co/2LPfmyLWrY,2018-03-01 18:59:01+00:00,-0.6981,0.0,0.79,0.21
128,CBS,"RT @MarenMorris: Hot damn! Woke up from my post-wisdom teeth haze to find out I’m up for 4 @ACMawards ! So honored, especially for the Dear…",2018-03-01 18:12:57+00:00,0.4547,0.159,0.749,0.092
129,CBS,RT @KelseaBallerini: Ohhhhh goodness. Incredible. Thank you thank you thank you. #female https://t.co/1ZTYjNfQeF,2018-03-01 18:11:50+00:00,0.8591,0.538,0.462,0.0
130,CBS,RT @KeithUrban: ACMs...... HOLY SMOKES!!!!! MAD LOVE TO U ALL THIS MORNING  FOR THESE INCREDIBLE NOMINATIONS. I’M EXTREMELY GRATEFUL!!!!!!!…,2018-03-01 18:10:50+00:00,0.4885,0.234,0.615,0.151
131,CBS,"RT @ACMawards: Congratulations to this year’s #ACMawards Video of the Year nominees:
“Black” - @DierksBentley
“It Ain’t My Fault” - @Brothe…",2018-03-01 14:36:21+00:00,0.5994,0.178,0.822,0.0
132,CBS,"RT @ACMawards: Please give a round of applause to this year’s #ACMawards Entertainer of the Year nominees: @Jason_Aldean, @GarthBrooks, @Lu…",2018-03-01 14:29:20+00:00,0.7717,0.325,0.675,0.0
133,CBS,".@ChrisStapleton, @ThomasRhett, @mirandalambert and more are all nominated for awards at Country Music's Party of t… https://t.co/Vm1vXRUDYJ",2018-03-01 14:15:29+00:00,0.6908,0.275,0.725,0.0
134,CBS,"The Queen of Country, @Reba, is returning to host the 53rd #ACMawards on Sunday, April 15 at 8/7c. Here are a few o… https://t.co/Iqzz6Gql01",2018-03-01 13:50:11+00:00,0.0,0.0,1.0,0.0
135,CBS,RT @survivorcbs: It’s time! #Survivor https://t.co/YPk6cGWrUA,2018-03-01 01:04:52+00:00,0.0,0.0,1.0,0.0
136,CBS,"RT @CBSThisMorning: TOMORROW: The nominees for the 2018 @ACMawards will be announced live by the one-and-only, @Reba! 

Watch on @CBS in ou…",2018-02-28 19:56:58+00:00,0.0,0.0,1.0,0.0
137,CBS,"RT @thegoodfight: From the set design and costumes to hair and makeup, the production quality is truly next-level. Take a peek inside the u…",2018-02-28 19:08:30+00:00,0.4404,0.116,0.884,0.0
138,CBS,RT @LivinBiblically: The fun continues on Facebook! The #LivingBiblically cast is live to talk about tonight’s premiere. Tune in here: http…,2018-02-27 03:23:47+00:00,0.5562,0.152,0.848,0.0
139,CBS,"RT @KevinCanWaitCBS: Can you get all the way through these #KevinCanWait bloopers without laughing?! @KevinJames,@LeahRemini and the rest o…",2018-02-26 22:50:32+00:00,0.0,0.0,1.0,0.0
140,CBS,"RT @ACMawards: That’s right! @Reba is headed to @CBSThisMorning on Thursday, March 1 to announce this year’s #ACMAwards' nominees. Tune in…",2018-02-26 21:08:30+00:00,0.0,0.0,1.0,0.0
141,CBS,"RT @ScorpionCBS: You can't hack your way to a 197 IQ, but you are well on your way with these Genius Facts from #TeamScorpion! 💻 You can be…",2018-02-26 19:53:41+00:00,0.4482,0.105,0.895,0.0
142,CBS,RT @SuperiorDonuts: You can always count on @DavidKoechner for a laugh! Did your favorite Tush moment make the list? Catch a new #SuperiorD…,2018-02-26 18:32:36+00:00,0.784,0.266,0.734,0.0
143,CBS,RT @TheTalkCBS: TODAY: We loved them together then &amp; we love seeing them together now! Welcome back to the show @THESaraGilbert​'s good fri…,2018-02-26 18:20:16+00:00,0.9359,0.429,0.571,0.0
144,CBS,"RT @thegoodfight: As foundations begin to crumble, our characters struggle to make sense of this new dystopian world. The cast teases what'…",2018-02-26 16:53:56+00:00,-0.5423,0.0,0.816,0.184
145,CBS,"#LivingBiblically's @linzkraft and @jrfergjr appeared on @KCBS's Facebook Live this morning, talking all about what… https://t.co/4RebcHuuMQ",2018-02-26 16:52:01+00:00,0.0,0.0,1.0,0.0
146,CBS,"RT @CBSSports: Introducing CBS Sports HQ, a New 24/7 Direct-to-Consumer Streaming Network for Sports News, Highlights, &amp; Analysis.

Stream…",2018-02-26 16:17:55+00:00,0.0,0.0,1.0,0.0
147,CBS,"RT @CBSBigBrother: It’s down to the final 5 celebrity Houseguests, and anyone could take home the grand prize! Tune in NOW to watch the #BB…",2018-02-26 01:12:32+00:00,0.7644,0.231,0.769,0.0
148,CBS,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All episodes now streaming exclusively on CBS All Access: https://t.c…,2018-02-25 21:51:32+00:00,0.0,0.0,1.0,0.0
149,CBS,"RT @thegoodfight: #TheGoodFight returns in 1 week. Season 2 premieres Sunday, March 4. https://t.co/nomCao1GWp https://t.co/BOn6bOe9Tb",2018-02-25 21:51:22+00:00,0.0,0.0,1.0,0.0
150,CBS,RT @thegoodfight: This is our new favorite thing. Christine Baranski debuted #TheGoodFight the Musical on @colbertlateshow last night! 🎵🎤…,2018-02-23 18:15:40+00:00,0.5093,0.155,0.845,0.0
151,CBS,"RT @LivinBiblically: Confession time: have YOU ever hit the ""close door"" button in an elevator while somebody was approaching? The cast of…",2018-02-22 19:26:52+00:00,0.0,0.0,1.0,0.0
152,CBS,RT @CBSEyeSpeak: Mark your calendars! #CBSEyeSpeak kicks off March 14 with The EYE Speak Summit. Follow our page for more details! https://…,2018-02-21 19:20:04+00:00,0.0,0.0,1.0,0.0
153,CBS,"RT @CBSEyeSpeak: Proud to announce a new CBS initiative, promoting female empowerment and developing the next generation of leaders through…",2018-02-21 18:19:25+00:00,0.6808,0.248,0.752,0.0
154,CBS,"RT @LivinBiblically: When you're living by the Bible, it's good to have a priest and a rabbi on call (provided they answer their phones, th…",2018-02-20 19:55:19+00:00,0.4404,0.116,0.884,0.0
155,CBS,"RT @thegoodfight: Chicago lawyers are being hunted and the world is going insane. 

The new season of #TheGoodFight premieres Sunday, March…",2018-02-20 17:58:18+00:00,-0.4019,0.0,0.881,0.119
156,CBS,Ready for some larger than life competition? This new series from @MarkBurnettTV will premiere in summer 2018.… https://t.co/gDXHLdIJ5v,2018-02-20 17:39:51+00:00,0.3612,0.128,0.872,0.0
157,CBS,"With tournament dreams on the line, make sure to stream these college basketball matchups on CBS All Access:… https://t.co/SGkYUZrQWB",2018-02-17 01:07:20+00:00,0.6124,0.227,0.773,0.0
158,CBS,"RT @LivinBiblically: While Chip's sticking to the Bible's original rules, the cast of #LivingBiblically has given them a more modern makeov…",2018-02-16 18:42:43+00:00,0.3182,0.108,0.892,0.0
159,CBS,"Casting News! Peter Mark Kendall, Michael Gaston, Greg Wise, Rade Šerbedžija, Zack Pearlman, and Keye Chen join the… https://t.co/GFob2KrD8H",2018-02-16 17:48:20+00:00,0.68,0.248,0.752,0.0
160,CBS,RT @BullCBS: The verdict is in...#Bull is the perfect Valentine! ❤️ Happy #ValentinesDay! https://t.co/poEejI4AnC,2018-02-14 19:23:27+00:00,0.8619,0.466,0.534,0.0
161,CBS,"RT @NoActivityCBS: Car 27 reporting: Season 2 of #NoActivity coming soon!

Binge season one now on CBS All Access: https://t.co/yvxoQMeyhN…",2018-02-13 20:03:56+00:00,0.0,0.0,1.0,0.0
162,CBS,"RT @LivinBiblically: Against all odds (and the advice of his God Squad), Chip is determined to live life by the Good Book. Think you could…",2018-02-13 18:54:52+00:00,0.7506,0.252,0.748,0.0
163,CBS,RT @thegoodfight: Christine Baranski reflects upon the spectacular metamorphosis of her character in #TheGoodFight's first season. Revisit…,2018-02-12 18:49:45+00:00,0.0,0.0,1.0,0.0
164,CBS,RT @startrekcbs: Binge the entire first season of #StarTrekDiscovery. All 15 episodes now streaming on CBS All Access: https://t.co/lKLaptP…,2018-02-12 01:32:33+00:00,0.0,0.0,1.0,0.0
165,CBS,RT @SuperiorDonuts: Looking for a #Valentine? Tush is here to help you land your dream date just in time for the day of love! #SuperiorDonu…,2018-02-09 00:50:01+00:00,0.8478,0.304,0.696,0.0
166,CBS,RT @CBSBigBrother: The pressure is on as the Houseguests battle each other for victory in the first HOH competition. Stream the season prem…,2018-02-08 16:09:35+00:00,-0.5859,0.0,0.814,0.186
167,CBS,"RT @startrekcbs: Sunday, this season's epic journey reaches its final reckoning. Catch up before the season finale: https://t.co/4Ea5wpmAep…",2018-02-07 18:35:19+00:00,0.0516,0.066,0.934,0.0
168,CBS,"Are you a sucker for jaw-dropping talent competitions? Announcing The World's Best, a first-of-its-kind new global… https://t.co/fagCMklm2Z",2018-02-07 16:17:48+00:00,0.5574,0.312,0.536,0.152
169,CBS,"RT @BullCBS: Tonight, one of these 3 TAC employees will end up incarcerated. Who do you think it will be? Tune into a new episode of #Bull…",2018-02-06 22:21:39+00:00,0.0,0.0,1.0,0.0
170,CBS,"RT @thegoodfight: There's no season like lawyer season. #TheGoodFight returns March 4, exclusively on CBS All Access. https://t.co/XAlrg1nB…",2018-02-06 17:05:49+00:00,0.0772,0.121,0.773,0.106
171,CBS,"RT @thegoodfight: The acclaimed series returns in 1 month. #TheGoodFight is back Sunday, March 4. https://t.co/5BNLTYRd8p https://t.co/yInP…",2018-02-04 15:35:36+00:00,0.0,0.0,1.0,0.0
172,CBS,".@KeshaRose's emotional performance with @CyndiLauper, @AndraDayMusic, @BebeRexha and @Camila_Cabello brought the a… https://t.co/qpgS2e9ir0",2018-02-04 12:00:01+00:00,0.1531,0.118,0.882,0.0
173,CBS,Broadway legend Patti LuPone paid tribute to Sir Andrew Lloyd Webber with a show-stopping rendition of the iconic s… https://t.co/GxqLtUzhFP,2018-02-03 23:11:43+00:00,0.0,0.0,1.0,0.0
174,CBS,"Relive an entire night's worth of big wins, live performances and many more inspiring moments from The 60th Annual… https://t.co/CH7mJ4Y3QT",2018-02-03 12:00:07+00:00,0.8268,0.338,0.662,0.0
175,CBS,RT @swatcbs: ✨@TheTalkCBS' @TheRealEve and @ShemarMoore brought some serious heat to the GRAMMYs red carpet: https://t.co/WYTITKkLQd https:…,2018-02-02 22:36:13+00:00,-0.0772,0.0,0.925,0.075
176,CBS,"The all-star collaboration between @Rihanna, @DJKhaled and @brysontiller brought the party to the #GRAMMYs with a s… https://t.co/jTv5QbtgUp",2018-02-02 20:07:40+00:00,0.4019,0.144,0.856,0.0
177,CBS,RT @TheTalkCBS: All the #redcarpet looks from the 60th annual #GRAMMYs! Did you catch @TheRealEve's sparkly two-piece suit? Diamond accents…,2018-02-02 19:03:33+00:00,0.4003,0.124,0.876,0.0
178,CBS,Go backstage with the celebs and see which stars celebrated the big night together! Here are the moments you missed… https://t.co/rgQTXRQyLg,2018-02-02 17:23:18+00:00,0.6114,0.166,0.834,0.0
179,CBS,🎶 @DearEvanHansen star Ben Platt gave a soaring performance of a classic Broadway hit. Watch him perform 'Somewhere… https://t.co/HcuizFWo02,2018-02-01 22:04:41+00:00,0.0,0.0,1.0,0.0
180,CBS,"🎸 @LittleBigTown, @U2, @BrunoMars and @Pink are just a few of the superstar performers that lit up the stage at The… https://t.co/2v0MNYMItG",2018-02-01 20:09:49+00:00,0.0,0.0,1.0,0.0
181,CBS,"Don't miss country stars Emmylou Harris and @ChrisStapleton perform a moving rendition of @TomPetty's classic song,… https://t.co/GxoIW97XIu",2018-01-31 21:42:15+00:00,0.1139,0.088,0.912,0.0
182,CBS,RT @survivorcbs: Get excited! 🙌 It’s finally time to meet the castaways of #Survivor: Ghost Island ☠ https://t.co/xQQ8ROhKbM https://t.co/P…,2018-01-31 17:05:47+00:00,0.1007,0.135,0.75,0.115
183,CBS,"Country stars @EricChurch, @BrothersOsborne and @MarenMorris performed a touching tribute dedicated to the victims… https://t.co/YCIq9i70fd",2018-01-31 16:37:17+00:00,0.4588,0.188,0.812,0.0
184,CBS,Missed the Man vs. Beast #SuperBowlCommercials showdown? Catch up now to find out which entertaining ad was named t… https://t.co/SlyO0n7yMX,2018-01-31 06:55:30+00:00,0.1779,0.126,0.779,0.095
185,CBS,"RT @rikimae: Ok, that one makes me cry #superbowlcommercials",2018-01-31 02:15:16+00:00,-0.2263,0.179,0.569,0.252
186,CBS,"If this doesn’t make you cry, nothing will. #SuperBowlCommercials https://t.co/UjFf3xr4so",2018-01-31 01:58:40+00:00,-0.4767,0.0,0.744,0.256
187,CBS,"RT @maverickkr: #superbowlcommercials the frogs were great, I'd forgotten about that one.",2018-01-31 01:52:46+00:00,0.4939,0.256,0.625,0.119
188,CBS,"If you haven't voted yet, it's not too late! Choose your favorite here: https://t.co/s4pEIF5IX8… https://t.co/VCa1YHDyYy",2018-01-31 01:49:43+00:00,0.5093,0.19,0.81,0.0
189,CBS,RT @5691e44f3b66446: I am having so much fun ...the commercials are awesome #superbowlcommercials,2018-01-31 01:31:27+00:00,0.8261,0.434,0.566,0.0
190,CBS,RT @LittleShelbyMae: Love watching the #superbowlcommercials all the animal ones are my favorite!!,2018-01-31 01:29:10+00:00,0.8309,0.414,0.586,0.0
191,CBS,RT @PatHale915: Doritos time machine was great!   #superbowlcommercials,2018-01-31 01:24:16+00:00,0.6588,0.386,0.614,0.0
192,CBS,Never make a goat angry. #SuperBowlCommercials https://t.co/xRJssdAErk,2018-01-31 01:18:37+00:00,-0.5106,0.0,0.602,0.398
193,CBS,RT @MsLindsieStarr: That dang goat! #Doritos #superbowlcommercials,2018-01-31 01:17:37+00:00,0.0,0.0,1.0,0.0
194,CBS,Do you remember this Super Bowl commercial featuring @KevinHart4real playing an overprotective father?… https://t.co/ejLnTEG5ug,2018-01-31 01:16:15+00:00,0.7525,0.349,0.651,0.0
195,CBS,RT @dRoy: Homework will take a break for now. #superbowlcommercials on cbs is on 👌,2018-01-31 01:08:01+00:00,0.0,0.0,1.0,0.0
196,CBS,RT @Mixxxalv: Watching #superbowlcommercials let the best win!,2018-01-31 01:04:34+00:00,0.8516,0.58,0.42,0.0
197,CBS,Super Bowl Greatest Commercials 2018 hosts @7BOOMERESIASON and @DanielaRuah are moments away from announcing the tw… https://t.co/cKM1WXPc9u,2018-01-31 01:00:35+00:00,0.8442,0.351,0.649,0.0
198,CBS,It's Man vs. Beast as these classic Super Bowl spots face off tonight on Super Bowl Greatest Commercials 2018! Tune… https://t.co/GcoSAcfeUd,2018-01-31 00:55:04+00:00,0.923,0.406,0.594,0.0
199,CBS,"Tonight, get a first look at #ChrisElliott starring in the new @AvosfromMexico Super Bowl Commercial on… https://t.co/WMEjsZfgdg",2018-01-31 00:37:20+00:00,0.5994,0.206,0.794,0.0
200,CNN,"Over 1.3 million live animals and plants, and a similar number of animal skins, have been exported from Africa to A… https://t.co/xrHyzDsyt4",2018-03-07 07:01:07+00:00,0.0772,0.061,0.939,0.0
201,CNN,Mississippi could be the first state with 15-week abortion ban https://t.co/K44D5iQJSa https://t.co/XYIwT6YDis,2018-03-07 06:45:12+00:00,-0.5574,0.0,0.753,0.247
202,CNN,"Cruz vs. O'Rourke is set, but 3 House races head to runoffs in Texas primary https://t.co/20SNN2YQmL https://t.co/b5qn7BgQXr",2018-03-07 06:41:49+00:00,0.0,0.0,1.0,0.0
203,CNN,Trump teeters on the edge of a familiar North Korean trap | Analysis by @StCollinson https://t.co/ODUETpLhes https://t.co/sbdYukPjB2,2018-03-07 06:39:42+00:00,-0.3182,0.0,0.859,0.141
204,CNN,The US government says it's sanctioning North Korea after deeming its government responsible for the murder of Kim… https://t.co/dReKNZhIMa,2018-03-07 06:35:07+00:00,-0.5267,0.096,0.708,0.196
205,CNN,"Inspired by her travels, this artist paints stunning pictures on tea bags https://t.co/7ajfYCzNRi https://t.co/4Kg4vM1yKy",2018-03-07 06:31:07+00:00,0.7003,0.326,0.674,0.0
206,CNN,The Taliban banned women from being journalists in Afghanistan. Now the country has an all-female television networ… https://t.co/tFriI2F1XB,2018-03-07 06:21:13+00:00,-0.4588,0.0,0.85,0.15
207,CNN,"The Trump administration has quietly said it will consider big game trophy imports on a ""case-by-case"" basis… https://t.co/HBZBMkgmny",2018-03-07 06:01:03+00:00,0.0,0.0,1.0,0.0
208,CNN,"Britain's Boris Johnson says the UK would respond ""robustly"" if Russia is found to be behind the suspected poisonin… https://t.co/AMIiaud1IO",2018-03-07 05:57:08+00:00,-0.2263,0.0,0.909,0.091
209,CNN,"Barbie unveils dolls based on real-life figures including Amelia Earhart, Frida Kahlo, Katherine Johnson and Chloe… https://t.co/8XiANn14pu",2018-03-07 05:46:04+00:00,0.0,0.0,1.0,0.0
210,CNN,"From 1 apostle to 1.2 billion followers, witness the evolution of a global icon. #Pope premieres Sunday at 10p on C… https://t.co/blZmEci910",2018-03-07 05:45:06+00:00,0.0,0.0,1.0,0.0
211,CNN,"""Dumpster fire"" is in the Merriam-Webster dictionary now, defined as ""an utterly calamitous or mismanaged situation… https://t.co/KoaxexDN86",2018-03-07 05:31:06+00:00,-0.4588,0.0,0.789,0.211
212,CNN,The 2-year-old who was awestruck at a portrait of Michelle Obama got to meet the former first lady in person. What… https://t.co/JwY737FbwZ,2018-03-07 05:27:37+00:00,0.0,0.0,1.0,0.0
213,CNN,"RT @CNNTonight: ""Hopefully, the portrait will continue to inspire other little ones just like Parker and hopefully our visit will inspire o…",2018-03-07 05:16:04+00:00,0.9069,0.407,0.593,0.0
214,CNN,"The powerful ""bomb cyclone"" that battered the Northeast over the weekend also uncovered the wreckage of a ship that… https://t.co/SM1SAylVIp",2018-03-07 05:16:03+00:00,-0.1027,0.122,0.739,0.139
215,CNN,"RT @CNNTonight: Michelle Obama dances with Parker Curry, her littlest fan: ""It was a surreal moment"" https://t.co/RX8g81xyYq https://t.co/W…",2018-03-07 05:14:27+00:00,0.3182,0.126,0.874,0.0
216,CNN,Thousands of dead starfish have washed up on a beach in the United Kingdom https://t.co/h26b8NEhr7 https://t.co/nFPVX9BYPB,2018-03-07 05:01:57+00:00,-0.3612,0.139,0.647,0.214
217,CNN,Bill Cosby's defense team plans to use a civil settlement between the comedian and the woman accusing him of assaul… https://t.co/xbqUDFVjSL,2018-03-07 04:51:07+00:00,0.34,0.18,0.746,0.075
218,CNN,11 tax deductions and other ways to cut your 2017 tax bill https://t.co/EbRmkjR9Tv https://t.co/oQ7Eqhx2W2,2018-03-07 04:46:05+00:00,-0.2732,0.0,0.861,0.139
219,CNN,Why House Speaker Paul Ryan can't (legally) stop a Trump trade war https://t.co/IWnpJqyc71 https://t.co/DsN58O4HDF,2018-03-07 04:38:04+00:00,-0.461,0.112,0.655,0.232
220,CNN,"Over 1.3 million live animals and plants, and a similar number of animal skins, have been exported from Africa to A… https://t.co/xrHyzDsyt4",2018-03-07 07:01:07+00:00,0.0772,0.061,0.939,0.0
221,CNN,Mississippi could be the first state with 15-week abortion ban https://t.co/K44D5iQJSa https://t.co/XYIwT6YDis,2018-03-07 06:45:12+00:00,-0.5574,0.0,0.753,0.247
222,CNN,"Cruz vs. O'Rourke is set, but 3 House races head to runoffs in Texas primary https://t.co/20SNN2YQmL https://t.co/b5qn7BgQXr",2018-03-07 06:41:49+00:00,0.0,0.0,1.0,0.0
223,CNN,Trump teeters on the edge of a familiar North Korean trap | Analysis by @StCollinson https://t.co/ODUETpLhes https://t.co/sbdYukPjB2,2018-03-07 06:39:42+00:00,-0.3182,0.0,0.859,0.141
224,CNN,The US government says it's sanctioning North Korea after deeming its government responsible for the murder of Kim… https://t.co/dReKNZhIMa,2018-03-07 06:35:07+00:00,-0.5267,0.096,0.708,0.196
225,CNN,"Inspired by her travels, this artist paints stunning pictures on tea bags https://t.co/7ajfYCzNRi https://t.co/4Kg4vM1yKy",2018-03-07 06:31:07+00:00,0.7003,0.326,0.674,0.0
226,CNN,The Taliban banned women from being journalists in Afghanistan. Now the country has an all-female television networ… https://t.co/tFriI2F1XB,2018-03-07 06:21:13+00:00,-0.4588,0.0,0.85,0.15
227,CNN,"The Trump administration has quietly said it will consider big game trophy imports on a ""case-by-case"" basis… https://t.co/HBZBMkgmny",2018-03-07 06:01:03+00:00,0.0,0.0,1.0,0.0
228,CNN,"Britain's Boris Johnson says the UK would respond ""robustly"" if Russia is found to be behind the suspected poisonin… https://t.co/AMIiaud1IO",2018-03-07 05:57:08+00:00,-0.2263,0.0,0.909,0.091
229,CNN,"Barbie unveils dolls based on real-life figures including Amelia Earhart, Frida Kahlo, Katherine Johnson and Chloe… https://t.co/8XiANn14pu",2018-03-07 05:46:04+00:00,0.0,0.0,1.0,0.0
230,CNN,"From 1 apostle to 1.2 billion followers, witness the evolution of a global icon. #Pope premieres Sunday at 10p on C… https://t.co/blZmEci910",2018-03-07 05:45:06+00:00,0.0,0.0,1.0,0.0
231,CNN,"""Dumpster fire"" is in the Merriam-Webster dictionary now, defined as ""an utterly calamitous or mismanaged situation… https://t.co/KoaxexDN86",2018-03-07 05:31:06+00:00,-0.4588,0.0,0.789,0.211
232,CNN,The 2-year-old who was awestruck at a portrait of Michelle Obama got to meet the former first lady in person. What… https://t.co/JwY737FbwZ,2018-03-07 05:27:37+00:00,0.0,0.0,1.0,0.0
233,CNN,"RT @CNNTonight: ""Hopefully, the portrait will continue to inspire other little ones just like Parker and hopefully our visit will inspire o…",2018-03-07 05:16:04+00:00,0.9069,0.407,0.593,0.0
234,CNN,"The powerful ""bomb cyclone"" that battered the Northeast over the weekend also uncovered the wreckage of a ship that… https://t.co/SM1SAylVIp",2018-03-07 05:16:03+00:00,-0.1027,0.122,0.739,0.139
235,CNN,"RT @CNNTonight: Michelle Obama dances with Parker Curry, her littlest fan: ""It was a surreal moment"" https://t.co/RX8g81xyYq https://t.co/W…",2018-03-07 05:14:27+00:00,0.3182,0.126,0.874,0.0
236,CNN,Thousands of dead starfish have washed up on a beach in the United Kingdom https://t.co/h26b8NEhr7 https://t.co/nFPVX9BYPB,2018-03-07 05:01:57+00:00,-0.3612,0.139,0.647,0.214
237,CNN,Bill Cosby's defense team plans to use a civil settlement between the comedian and the woman accusing him of assaul… https://t.co/xbqUDFVjSL,2018-03-07 04:51:07+00:00,0.34,0.18,0.746,0.075
238,CNN,11 tax deductions and other ways to cut your 2017 tax bill https://t.co/EbRmkjR9Tv https://t.co/oQ7Eqhx2W2,2018-03-07 04:46:05+00:00,-0.2732,0.0,0.861,0.139
239,CNN,Why House Speaker Paul Ryan can't (legally) stop a Trump trade war https://t.co/IWnpJqyc71 https://t.co/DsN58O4HDF,2018-03-07 04:38:04+00:00,-0.461,0.112,0.655,0.232
240,CNN,"Jimmy Kimmel sent Guillermo to the Oscars red carpet again, and he didn't disappoint https://t.co/2CqXgIutkF https://t.co/mOXCODA3zf",2018-03-07 04:28:03+00:00,0.3089,0.131,0.869,0.0
241,CNN,This man's efforts to escape police went horribly wrong. He ditched his car but forgot to put it in park and was wi… https://t.co/9dN0bYpbvm,2018-03-07 04:21:34+00:00,-0.4404,0.051,0.789,0.16
242,CNN,The biggest thing Trump gets wrong on trade https://t.co/aNL8pmJiYK via @CNNMoney https://t.co/YlX7RdR2GJ,2018-03-07 04:21:04+00:00,-0.4767,0.0,0.78,0.22
243,CNN,Vice President Mike Pence hits the campaign trail https://t.co/A0lKKMhiWo https://t.co/SwuemdrBjW,2018-03-07 04:16:05+00:00,0.0,0.0,1.0,0.0
244,CNN,"Need a medical procedure? Pick the right provider and get cash back under this plan, which aims to help rein in hea… https://t.co/m24cFr7FDi",2018-03-07 04:07:07+00:00,0.4019,0.114,0.886,0.0
245,CNN,Sakura -- or cherry blossoms -- are one of the enduring symbols of Japan. Here are some great destinations to exper… https://t.co/TUn3otXn4Z,2018-03-07 04:01:07+00:00,0.6249,0.163,0.837,0.0
246,CNN,"Sorry, Hollywood. Netflix rules the media world https://t.co/ti37URphpZ https://t.co/q8O8eS4hNp",2018-03-07 03:56:04+00:00,-0.0772,0.0,0.86,0.14
247,CNN,A state of emergency has been imposed in Sri Lanka for the first time since the civil war following days of communa… https://t.co/7xPgAdUKkE,2018-03-07 03:53:35+00:00,-0.7783,0.0,0.709,0.291
248,CNN,Senate Democrats ask EPA Administrator Scott Pruitt for answers over a member of his security detail's business tie… https://t.co/6ps6xYHdXX,2018-03-07 03:51:06+00:00,0.34,0.124,0.876,0.0
