,Source Account,Text,Date,Compound Score,Positive Score,Neutral Score,Negative Score
374,FoxNews,.@TGowdySC &amp; @RepGoodlatte Call for Special Counsel on FISA: Current Probe 'Has No Jurisdiction' Over 24 Witnesses… https://t.co/98gLN4S6Mm,2018-03-07 00:02:12+00:00,0.128,0.129,0.766,0.105
375,FoxNews,"RT @MikeEmanuelFox: Lawmakers look to fine tune President Trump's tariff proposal-from #SpecialReport tonight:

https://t.co/HiDK32yC3f",2018-03-06 23:46:49+00:00,0.2023,0.122,0.878,0.0
376,FoxNews,".@BillHemmer to @TGowdySC and @RepGoodlatte: ""Do you have evidence the Department of Justice was spying on the… https://t.co/fCOCgX3ggF",2018-03-06 23:43:20+00:00,0.5267,0.167,0.833,0.0
377,FoxNews,".@RepGoodlatte: ""In order to set the record straight, clear what is going on at the @FBI, and make sure this does n… https://t.co/JpZQ0Brppe",2018-03-06 23:30:10+00:00,0.7003,0.254,0.746,0.0
378,FoxNews,.@TGowdySC explains why he's calling for a special counsel to investigate alleged bias and FISA abuse inside the… https://t.co/2MrQQJu6kp,2018-03-06 23:25:39+00:00,-0.4404,0.116,0.644,0.24
379,FoxNews,"Gary Cohn, White House chief economic adviser, to resign - via @brookefoxnews  @johnrobertsFox 
https://t.co/oI0r9YL1xC",2018-03-06 23:07:48+00:00,-0.34,0.0,0.833,0.167
380,FoxNews,.@POTUS on Russian Interference in 2018: 'We'll Counteract Whatever They Do' https://t.co/ehfgjrlD3A,2018-03-06 23:03:33+00:00,0.0,0.0,1.0,0.0
381,FoxNews,"RT @FoxNewsResearch: Recent White House Turnover:
—Departures/Planned Departures—
•Staff Secretary Rob Porter
•Speechwriter David Sorensen…",2018-03-06 22:54:36+00:00,-0.5574,0.0,0.795,0.205
382,FoxNews,World's oldest message in a bottle discovered on Australian beach https://t.co/q7R7SJYq8x,2018-03-06 22:50:00+00:00,0.0,0.0,1.0,0.0
383,FoxNews,"BREAKING: Gary Cohn, White House chief economic adviser, to resign  https://t.co/4TAF2MpTBR https://t.co/XQD9GWYN0d",2018-03-06 22:45:56+00:00,-0.34,0.0,0.821,0.179
384,FoxNews,"Gowdy, Goodlatte demand appointment of special counsel, citing FISA abuses - via @brookefoxnews 
https://t.co/9q3Q3YBayU",2018-03-06 22:45:23+00:00,-0.34,0.152,0.562,0.287
385,FoxNews,BREAKING: Gary Cohn to resign as #Trump's top economic adviser https://t.co/x7cuQlwd8c,2018-03-06 22:42:03+00:00,-0.1531,0.136,0.682,0.182
386,FoxNews,Rugby player who swallowed garden slug as dare fights Australia government over health bills https://t.co/EfOGsc4Zwt,2018-03-06 22:32:22+00:00,-0.4019,0.0,0.838,0.162
387,FoxNews,"Cochran resignation leaves both Mississippi Senate seats in play - via @brookefoxnews
https://t.co/KFevLskB8O",2018-03-06 22:23:53+00:00,0.0516,0.164,0.685,0.151
388,FoxNews,"Trump on turbulence in the West Wing: 'I like conflict' - via @brookefoxnews 
https://t.co/JGb0D9vfVG",2018-03-06 22:22:51+00:00,0.0516,0.158,0.696,0.146
389,FoxNews,".@kimguilfoyle on North Korea’s potential willingness to talk to U.S., halt nuclear tests: “Why not sit at the tabl… https://t.co/BMTFRzzBkB",2018-03-06 22:16:31+00:00,0.2732,0.1,0.9,0.0
390,FoxNews,Michael Flynn selling home to pay for legal fees after pleading guilty in Trump probe https://t.co/5BYJjRgKpU,2018-03-06 22:06:10+00:00,-0.4019,0.08,0.695,0.225
391,FoxNews,.@GovEdRendell: 'Huge Trouble' for @GOP If Pro-Life Dem Comes Close in PA Special Election  @OutnumberedOT https://t.co/Ovrp3q36JW,2018-03-06 21:45:38+00:00,0.3182,0.242,0.628,0.13
392,FoxNews,".@POTUS: ""The Russians had no impact on our votes whatsoever, but certainly there was meddling...You have to be rea… https://t.co/CAyhpWzLT0",2018-03-06 21:28:04+00:00,0.3612,0.137,0.793,0.07
393,FoxNews,".@POTUS: ""The @WhiteHouse has tremendous energy. It has tremendous spirit. It is a great place to be working...Beli… https://t.co/iasiB8Z1fQ",2018-03-06 21:20:20+00:00,0.7845,0.345,0.655,0.0
394,FoxNews,".@POTUS: ""Our country has been taken advantage of by everybody...and we cannot let that happen any longer."" https://t.co/j84vXFhphr",2018-03-06 21:12:10+00:00,0.25,0.105,0.895,0.0
395,FoxNews,".@SwedishPM: ""I think it's important for us to try to find a way to cooperate between the European Union and the Un… https://t.co/U4TfnRC4yA",2018-03-06 21:07:05+00:00,0.2023,0.079,0.921,0.0
396,FoxNews,".@POTUS: ""The European Union has not treated us well and it's been a very, very unfair trade situation...I'm protec… https://t.co/NGbfE37O5C",2018-03-06 21:03:42+00:00,-0.6689,0.0,0.756,0.244
397,FoxNews,".@SwedishPM: ""This year, Sweden and the United States celebrate 200 years of diplomatic relations and this meeting… https://t.co/yzyl8gakZc",2018-03-06 20:54:01+00:00,0.7579,0.289,0.711,0.0
398,FoxNews,".@POTUS to @SwedishPM: ""A long-standing friendship between our people, anchored in our shared beliefs and values, h… https://t.co/5dO1U2wptj",2018-03-06 20:49:43+00:00,0.7906,0.348,0.652,0.0
399,FoxNews,".@POTUS: ""A strong and balanced economic relationship strengthens security and prosperity in both of our countries… https://t.co/1w1mi9LwEy",2018-03-06 20:46:18+00:00,0.8271,0.383,0.617,0.0
400,nytimes,"""It's always good news when you find penguins,"" a researcher says of the discovery of 1.5 million Adélie penguins i… https://t.co/RRHHQZW7LO",2018-03-07 07:04:23+00:00,0.4404,0.132,0.868,0.0
401,nytimes,RT @nytimesworld: North Korea’s sudden willingness to bargain with the Trump administration over scrapping the North's atomic arsenal raise…,2018-03-07 06:48:04+00:00,0.4404,0.187,0.813,0.0
402,nytimes,"Texas Democrats Surge to Polls, in Show of Anti-Trump Sentiment https://t.co/PBsqMXisUY",2018-03-07 06:41:56+00:00,0.0,0.0,1.0,0.0
403,nytimes,The organizer of the failed Fyre Festival pleaded guilty to federal fraud charges https://t.co/qCeFSNOPKz,2018-03-07 06:21:01+00:00,-0.8316,0.132,0.372,0.496
404,nytimes,"A cruise skeptic tries to enjoy 4 days on the high seas with his family, Mickey and a bunch of princesses https://t.co/novYdBgYIt",2018-03-07 06:03:13+00:00,0.3182,0.145,0.769,0.086
405,nytimes,"RT @nytimestravel: Did @jadabird, our 52 Places Traveler, love @DisneySprings. No. But she did have some magical moments. https://t.co/eojt…",2018-03-07 05:47:04+00:00,0.4588,0.179,0.726,0.094
406,nytimes,How the shape of your ears affects what you hear https://t.co/Dzj8tebpZE,2018-03-07 05:32:02+00:00,0.0,0.0,1.0,0.0
407,nytimes,"RT @nytopinion: I got my son involuntarily committed, and it backfired. Laws like the Baker Act aren't a solution to our mental health cris…",2018-03-07 05:17:02+00:00,0.3895,0.18,0.743,0.077
408,nytimes,Here's the 2018 election calendar https://t.co/eEQxkRTuXK,2018-03-07 05:02:10+00:00,0.0,0.0,1.0,0.0
409,nytimes,Organizer of Failed Fyre Festival Pleads Guilty to Fraud https://t.co/trsShlQG88,2018-03-07 04:58:41+00:00,-0.7717,0.168,0.314,0.518
410,nytimes,"An employee at OpenTable booked hundreds of tables at Chicago restaurants, using a rival service, with the intent o… https://t.co/83eBHqdn0t",2018-03-07 04:47:04+00:00,0.0,0.0,1.0,0.0
411,nytimes,Texas primary election live results https://t.co/coi5RTaSHU,2018-03-07 04:32:05+00:00,0.0,0.0,1.0,0.0
412,nytimes,"RT @MichaelPaulson: A ‘Frozen’ bond: heartbreak, hard choices and high notes as Elsa and Anna arrive on Broadway. https://t.co/0YzLqsZ0ex",2018-03-07 04:17:05+00:00,-0.6249,0.0,0.758,0.242
413,nytimes,"On the 20th anniversary of “The Big Lebowski,” here's a list of streamable movies that follow in the footsteps of e… https://t.co/q75khuckpv",2018-03-07 04:02:02+00:00,0.0,0.0,1.0,0.0
414,nytimes,"Stormy Daniels files suit, claiming Trump never signed ""hush agreement"" https://t.co/PMNv95mel1",2018-03-07 03:48:08+00:00,-0.3875,0.0,0.792,0.208
415,nytimes,"In the fight for equality, the U.S. women’s soccer team has emerged as a new kind of role model for women’s teams f… https://t.co/o7rvCNUag2",2018-03-07 03:36:04+00:00,-0.3818,0.0,0.894,0.106
416,nytimes,RT @mattbpurdy: This is an important development. A possible link between the United Arab Emirates and Trump is helping Mueller in a new ph…,2018-03-07 03:26:04+00:00,0.7003,0.264,0.736,0.0
417,nytimes,"RT @nytpolitics: President Trump was infuriated by Gary Cohn’s decision to resign, denouncing him in private conversations as a “globalist”…",2018-03-07 03:17:06+00:00,-0.7506,0.0,0.726,0.274
418,nytimes,"“Who made history?” chanted the throng of red-clad West Virginia teachers, who had defied state officials by stagin… https://t.co/QSW38TPcPi",2018-03-07 03:02:06+00:00,0.0,0.0,1.0,0.0
419,nytimes,Texas primary election live results https://t.co/359hlxZEqI,2018-03-07 02:47:04+00:00,0.0,0.0,1.0,0.0
420,nytimes,"""It's always good news when you find penguins,"" a researcher says of the discovery of 1.5 million Adélie penguins i… https://t.co/RRHHQZW7LO",2018-03-07 07:04:23+00:00,0.4404,0.132,0.868,0.0
421,nytimes,RT @nytimesworld: North Korea’s sudden willingness to bargain with the Trump administration over scrapping the North's atomic arsenal raise…,2018-03-07 06:48:04+00:00,0.4404,0.187,0.813,0.0
422,nytimes,"Texas Democrats Surge to Polls, in Show of Anti-Trump Sentiment https://t.co/PBsqMXisUY",2018-03-07 06:41:56+00:00,0.0,0.0,1.0,0.0
423,nytimes,The organizer of the failed Fyre Festival pleaded guilty to federal fraud charges https://t.co/qCeFSNOPKz,2018-03-07 06:21:01+00:00,-0.8316,0.132,0.372,0.496
424,nytimes,"A cruise skeptic tries to enjoy 4 days on the high seas with his family, Mickey and a bunch of princesses https://t.co/novYdBgYIt",2018-03-07 06:03:13+00:00,0.3182,0.145,0.769,0.086
425,nytimes,"RT @nytimestravel: Did @jadabird, our 52 Places Traveler, love @DisneySprings. No. But she did have some magical moments. https://t.co/eojt…",2018-03-07 05:47:04+00:00,0.4588,0.179,0.726,0.094
426,nytimes,How the shape of your ears affects what you hear https://t.co/Dzj8tebpZE,2018-03-07 05:32:02+00:00,0.0,0.0,1.0,0.0
427,nytimes,"RT @nytopinion: I got my son involuntarily committed, and it backfired. Laws like the Baker Act aren't a solution to our mental health cris…",2018-03-07 05:17:02+00:00,0.3895,0.18,0.743,0.077
428,nytimes,Here's the 2018 election calendar https://t.co/eEQxkRTuXK,2018-03-07 05:02:10+00:00,0.0,0.0,1.0,0.0
429,nytimes,Organizer of Failed Fyre Festival Pleads Guilty to Fraud https://t.co/trsShlQG88,2018-03-07 04:58:41+00:00,-0.7717,0.168,0.314,0.518
430,nytimes,"An employee at OpenTable booked hundreds of tables at Chicago restaurants, using a rival service, with the intent o… https://t.co/83eBHqdn0t",2018-03-07 04:47:04+00:00,0.0,0.0,1.0,0.0
431,nytimes,Texas primary election live results https://t.co/coi5RTaSHU,2018-03-07 04:32:05+00:00,0.0,0.0,1.0,0.0
432,nytimes,"RT @MichaelPaulson: A ‘Frozen’ bond: heartbreak, hard choices and high notes as Elsa and Anna arrive on Broadway. https://t.co/0YzLqsZ0ex",2018-03-07 04:17:05+00:00,-0.6249,0.0,0.758,0.242
433,nytimes,"On the 20th anniversary of “The Big Lebowski,” here's a list of streamable movies that follow in the footsteps of e… https://t.co/q75khuckpv",2018-03-07 04:02:02+00:00,0.0,0.0,1.0,0.0
434,nytimes,"Stormy Daniels files suit, claiming Trump never signed ""hush agreement"" https://t.co/PMNv95mel1",2018-03-07 03:48:08+00:00,-0.3875,0.0,0.792,0.208
435,nytimes,"In the fight for equality, the U.S. women’s soccer team has emerged as a new kind of role model for women’s teams f… https://t.co/o7rvCNUag2",2018-03-07 03:36:04+00:00,-0.3818,0.0,0.894,0.106
436,nytimes,RT @mattbpurdy: This is an important development. A possible link between the United Arab Emirates and Trump is helping Mueller in a new ph…,2018-03-07 03:26:04+00:00,0.7003,0.264,0.736,0.0
437,nytimes,"RT @nytpolitics: President Trump was infuriated by Gary Cohn’s decision to resign, denouncing him in private conversations as a “globalist”…",2018-03-07 03:17:06+00:00,-0.7506,0.0,0.726,0.274
438,nytimes,"“Who made history?” chanted the throng of red-clad West Virginia teachers, who had defied state officials by stagin… https://t.co/QSW38TPcPi",2018-03-07 03:02:06+00:00,0.0,0.0,1.0,0.0
439,nytimes,Texas primary election live results https://t.co/359hlxZEqI,2018-03-07 02:47:04+00:00,0.0,0.0,1.0,0.0
440,nytimes,"2-year-old Parker Curry, who captivated the internet with her reaction to Michelle Obama’s official portrait, got t… https://t.co/gvKUu4Bp0O",2018-03-07 02:32:03+00:00,0.3818,0.133,0.867,0.0
441,nytimes,RT @samdolnick: Matthew Ornstein was my childhood best friend. He died because of severe gaps in our mental health care system. His very sm…,2018-03-07 02:18:04+00:00,0.6597,0.296,0.531,0.173
442,nytimes,Breaking News: The Justice Department is suing California over immigration laws that oppose President Trump's agend… https://t.co/EneN6FIURj,2018-03-07 02:06:53+00:00,0.3182,0.166,0.732,0.102
443,nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/ordmqNjItR,2018-03-07 02:02:05+00:00,0.0,0.0,1.0,0.0
444,nytimes,The organizer of the failed Fyre Festival pleaded guilty to federal fraud charges https://t.co/Evw6Deugfe,2018-03-07 01:47:01+00:00,-0.8316,0.132,0.372,0.496
445,nytimes,Your yard might play a surprisingly large role in fighting climate change https://t.co/ZtShJ61GEc,2018-03-07 01:32:07+00:00,0.2732,0.286,0.559,0.155
446,nytimes,Texas primary election live results https://t.co/jVvL9hRsF8,2018-03-07 01:17:07+00:00,0.0,0.0,1.0,0.0
447,nytimes,"RT @nytgraphics: Watch live results from the Texas primaries, starting at 8 p.m. Eastern. https://t.co/CzTGFtmpUy",2018-03-07 01:02:06+00:00,0.0,0.0,1.0,0.0
448,nytimes,Keep this page open for Texas primary election results when they come in https://t.co/A2mSbaV3BH,2018-03-07 00:51:04+00:00,0.0,0.0,1.0,0.0
449,nytimes,"RT @nytimesbooks: Gabriel Garcia Marquez wrote ""Love in the Time of Cholera"" as a nostalgic exploration of his parents' courtship. The auth…",2018-03-07 00:47:01+00:00,0.7269,0.243,0.757,0.0
450,nytimes,"Porsche has introduced a new all-electric vehicle, attempting to go head-to-head with Tesla https://t.co/XpKWkdqQQo",2018-03-07 00:32:06+00:00,0.0,0.0,1.0,0.0
451,nytimes,"Most Americans expect artificial intelligence to lead to job losses in the coming decade, but few see it coming for… https://t.co/DKgdPLNRQk",2018-03-07 00:17:06+00:00,0.0516,0.09,0.83,0.081
452,nytimes,"RT @amyfiscus: NEW: George Nader, the UAE adviser who grew close to Bannon and Kushner, is cooperating with the special counsel https://t.c…",2018-03-07 00:06:04+00:00,0.4019,0.114,0.886,0.0
453,nytimes,An adviser to the United Arab Emirates grew close to top White House aides. Now he is said to be cooperating with t… https://t.co/NzSVpcskt2,2018-03-06 23:57:35+00:00,0.5574,0.173,0.827,0.0
454,nytimes,RT @adamgoldmanNYT: Breaking news: Adviser to Emirates With Ties to Trump Aides Is Cooperating With Special Counsel https://t.co/xr8QRjKtDu,2018-03-06 23:54:40+00:00,0.4019,0.137,0.863,0.0
455,nytimes,Evening Briefing: Here's what you need to know at the end of the day https://t.co/MAerJC6Nu4,2018-03-06 23:47:01+00:00,0.0,0.0,1.0,0.0
456,nytimes,"The actress Cynthia Nixon is talking with 2 veteran Democratic political operatives, a sign that she may be moving… https://t.co/zR9zcBxVBw",2018-03-06 23:32:04+00:00,0.0,0.0,1.0,0.0
457,nytimes,"RT @Nate_Cohn: NYT election night results for the Texas primary. Polls close at 8 eastern, and early votes should come pretty quick    http…",2018-03-06 23:17:04+00:00,0.4939,0.132,0.868,0.0
458,nytimes,Here are the top officials in the Trump White House who have left https://t.co/CBoskDdasx,2018-03-06 23:03:04+00:00,0.2023,0.122,0.878,0.0
459,nytimes,"“He is a rare talent, and I thank him for his dedicated service to the American people,” President Trump said about… https://t.co/1O40Gky0F5",2018-03-06 22:51:00+00:00,0.8074,0.328,0.672,0.0
460,nytimes,RT @katekelly: SCOOP: Gary Cohn resigns https://t.co/x4zPzVN8iO,2018-03-06 22:41:06+00:00,0.0085,0.242,0.519,0.239
461,nytimes,"Breaking News: Gary Cohn, President Trump’s top economic adviser, plans to resign. His free-trade views clashed wit… https://t.co/8tBWrKAi9d",2018-03-06 22:32:35+00:00,-0.1531,0.089,0.792,0.119
462,nytimes,RT @maggieNYT: scoop - Cohn resigning  Gary Cohn to Resign as Trump’s Top Economic adviser https://t.co/tS8iJRse6X,2018-03-06 22:30:22+00:00,-0.2263,0.182,0.588,0.23
463,nytimes,Uber said its self-driving trucks had been carrying cargo on highways in Arizona for commercial freight customers o… https://t.co/kj8GqYyiDW,2018-03-06 22:17:03+00:00,0.0,0.0,1.0,0.0
464,nytimes,"RT @NYTObits: Alan Gershwin, a man who insisted for 70 years or so that he was the illegitimate son of George Gershwin, and who made a virt…",2018-03-06 21:56:01+00:00,0.0,0.0,1.0,0.0
465,nytimes,"An employee at OpenTable booked hundreds of tables at Chicago restaurants, using a rival service, with the intent o… https://t.co/H2kPuXg4RY",2018-03-06 21:42:03+00:00,0.0,0.0,1.0,0.0
466,nytimes,China was mentioned only in broad terms when Trump announced plans to impose tariffs on steel and aluminum imports.… https://t.co/hyIKpH14Yu,2018-03-06 21:28:06+00:00,-0.296,0.0,0.896,0.104
467,nytimes,"RT @BasseyE: There are few things more essentially joyful than an NYT comments section about Mr. Rodgers. 

https://t.co/cCFv57KRjF https:/…",2018-03-06 21:18:08+00:00,0.6344,0.188,0.812,0.0
468,nytimes,"Low-effort, high-reward cooking for when you're hungry and exhausted https://t.co/bZIEYqKJqs https://t.co/GW2KJO3SFJ",2018-03-06 21:08:04+00:00,-0.3612,0.0,0.8,0.2
469,nytimes,"Bill Clinton, George Bush and Barack Obama have all experienced bursts of hope and then inevitable disappointment i… https://t.co/yJylpWJvhe",2018-03-06 20:53:06+00:00,-0.1027,0.125,0.733,0.142
470,nytimes,An Indian-born engineer was fatally shot last year after a Kansas man angrily asked him about his immigration statu… https://t.co/WvKSe2gdlk,2018-03-06 20:38:04+00:00,-0.7906,0.0,0.708,0.292
471,nytimes,"While hosting Benjamin Netanyahu, Trump said he still had “a good chance” of forging peace, but a deal seems furthe… https://t.co/HfdLV6W7fS",2018-03-06 20:23:06+00:00,0.4939,0.189,0.811,0.0
472,nytimes,They've never run a restaurant before. But they're bringing Sanjeev Kapoor's cooking to America. https://t.co/kwL0W6LKng,2018-03-06 20:08:05+00:00,0.0,0.0,1.0,0.0
473,nytimes,"For the first time, a Belgian criminal court has convicted a man of “sexism in the public space” for verbally abusi… https://t.co/EFst3EANcJ",2018-03-06 19:53:03+00:00,-0.5267,0.0,0.848,0.152
474,nytimes,An NYT reader's reaction to Kim Jong-un reportedly telling South Korea he is willing to negotiate with the U.S. on… https://t.co/lc7e7x6odK,2018-03-06 19:38:05+00:00,0.0,0.0,1.0,0.0
475,nytimes,"On the 20th Anniversary of “The Big Lebowski,” here's a list of streamable movies that follow in the footsteps of e… https://t.co/oLwo4JfXS5",2018-03-06 19:23:03+00:00,0.0,0.0,1.0,0.0
476,nytimes,"RT @NYTArchives: The artist Georgia O'Keeffe died at age 98 on this day in 1986. In her obituary, The Times said that ""she raised the aware…",2018-03-06 19:13:05+00:00,-0.5574,0.0,0.874,0.126
477,nytimes,West Virginia lawmakers passed a 5% pay raise in a deal to end a teachers' strike that has shuttered schools for ne… https://t.co/Uw3ySmhWeU,2018-03-06 19:03:05+00:00,-0.2263,0.0,0.861,0.139
478,nytimes,The corruption trial of a former top aide to Governor Andrew Cuomo could be headed to a mistrial after jurors said… https://t.co/PNcdu5Uzse,2018-03-06 18:48:32+00:00,0.2023,0.087,0.913,0.0
479,nytimes,"RT @NYTNational: ⚡️ “West Virginia leaders say a deal to raise teachers’ pay may end strike”

https://t.co/NSjb9xC5Ym",2018-03-06 18:20:12+00:00,-0.1027,0.0,0.915,0.085
480,nytimes,"If the mainstream media is a perennial enemy of the right, Big Tech is a fresh and novel foe https://t.co/LmKL26lpDo",2018-03-06 18:10:09+00:00,-0.4215,0.184,0.56,0.256
481,nytimes,"The destinies of Alexander Litvinenko and Sergei Skripal carry similarities that can't be ignored, offering proof t… https://t.co/JvUPrzEFVx",2018-03-06 17:55:27+00:00,0.2411,0.103,0.897,0.0
482,nytimes,RT @cliffordlevy: .@nytimes put out a call for contributors because we wanted to elevate the voices of college students and recent graduate…,2018-03-06 17:40:06+00:00,0.0,0.0,1.0,0.0
483,nytimes,"Forecasters warned up to a foot of snow could fall in parts of New York, New Jersey, Connecticut and Massachusetts https://t.co/AYbdk58zDE",2018-03-06 17:30:21+00:00,-0.2732,0.0,0.9,0.1
484,nytimes,"RT @NYTArchives: A look back at our film review of ""The Big Lebowski"" which published on this day 20 years ago. https://t.co/wy3gpv6ACJ htt…",2018-03-06 17:20:11+00:00,0.0,0.0,1.0,0.0
485,nytimes,"“Bringing all of these women together, meeting and seeing each other for who we are ... that’s healing”… https://t.co/4VCkhHpcpZ",2018-03-06 17:07:48+00:00,0.0,0.0,1.0,0.0
486,nytimes,"For some players, the team is the first step in learning about their families. Christine Phillips-Ryburn, a.k.a. “W… https://t.co/hsvLm3LXGj",2018-03-06 17:06:47+00:00,0.0,0.0,1.0,0.0
487,nytimes,"For these women, representing Team Indigenous at the Roller Derby World Cup is not just about winning. Sasheen Wesl… https://t.co/c4yM3oo62D",2018-03-06 17:04:42+00:00,-0.4168,0.0,0.873,0.127
488,nytimes,"“Even though we’re all from different nations, we all have this shared history of being indigenous people.” — Laura… https://t.co/q01ub072pU",2018-03-06 17:01:43+00:00,0.4118,0.133,0.867,0.0
489,nytimes,"“Strong! Resilient! Indigenous!” chants Victoria Lynn Major, a.k.a. “Rage,” with the team before a game… https://t.co/w00MmueVHj",2018-03-06 17:00:08+00:00,0.0,0.0,1.0,0.0
490,nytimes,"“When I talk about decolonizing roller derby, I talk about recognizing that opportunity and access exist in roller… https://t.co/IeXaYhZ1k0",2018-03-06 16:58:10+00:00,0.4215,0.149,0.851,0.0
491,nytimes,"They are astronomers, lawyers, postal workers, heavy machine operators and grandmothers. Meet the roller derby athl… https://t.co/DP6F6IOiW1",2018-03-06 16:55:50+00:00,0.0,0.0,1.0,0.0
492,nytimes,"Team Indigenous, which includes 20 athletes from indigenous communities in Canada, the U.S., South America, New Zea… https://t.co/PBUpIt2IYn",2018-03-06 16:53:20+00:00,0.0,0.0,1.0,0.0
493,nytimes,"RT @abscribe: Last summer, I profiled Sunayana Dumala, the widow of a hate crime victim in Kansas. Months later, I went back for a public f…",2018-03-06 16:45:04+00:00,-0.8519,0.0,0.671,0.329
494,nytimes,"He spoke of a subpoena, then gave odd TV interviews. But will Sam Nunberg, an ex-Trump aide, testify in the Russia… https://t.co/bUDmh3ieBR",2018-03-06 16:35:05+00:00,-0.3182,0.0,0.897,0.103
495,nytimes,RT @NYTNational: Mayor Megan Barry of Nashville pleaded guilty to theft of property and agreed to resign on Tuesday. She had faced question…,2018-03-06 16:25:06+00:00,-0.4767,0.077,0.733,0.19
496,nytimes,"Following a string of mass shootings and nationwide calls for gun control in recent weeks, Bumble is banning images… https://t.co/PTyjUPQ87v",2018-03-06 16:10:04+00:00,-0.34,0.0,0.882,0.118
497,nytimes,Late-Night Roundup: Stephen Colbert went to town on Sam Nunberg's numerous interviews on whether he would comply wi… https://t.co/eX8T6RKGFa,2018-03-06 16:05:36+00:00,0.0,0.0,1.0,0.0
498,nytimes,"Happy Birthday, Gabriel García Márquez.

From December: Márquez's literary remains may be in Texas, but a new digit… https://t.co/Py3fIZ0p2J",2018-03-06 15:55:03+00:00,0.3291,0.121,0.879,0.0
499,nytimes,"If Martin Shkreli can't come up with the $7 million he owes the government, his assets —including a one-of-a-kind W… https://t.co/vGvd4PJyxU",2018-03-06 15:40:15+00:00,0.1779,0.082,0.918,0.0
